# run=20260609_114620,timestamp=1780998380,balls=5,catches=5,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=7
x,y,z
328,88,-932
344,80,-932
340,96,-924
332,100,-928
332,84,-924
340,92,-932
344,92,-924
336,100,-920
344,84,-916
336,96,-920
348,104,-928
340,104,-920
340,88,-920
324,68,-912
324,64,-992
364,144,-912
248,152,-848
212,224,-936
220,184,-900
280,-8,-908
412,52,-1720
1132,96,-712
160,128,-696
596,-28,-796
364,104,-812
364,304,-916
116,820,-856
-160,1128,-984
-364,1196,-852
-316,836,-600
-88,624,-816
168,380,-792
196,424,-708
56,388,-572
-64,580,-336
-152,448,48
-216,520,352
-52,776,424
-12,712,908
8,784,1108
80,916,1160
24,1016,1544
-224,1544,1676
-348,2160,1748
-180,2340,1996
100,1824,1876
376,1184,1256
676,468,696
1176,-1604,1416
848,-2992,1388
1056,-1680,924
764,-400,1776
852,1828,2012
-768,3040,2232
-876,3728,2960
-1008,3720,3196
-144,2828,3100
740,1940,1360
1272,-568,1648
1528,-3420,-52
1552,-2480,420
1144,-1104,656
948,28,1400
680,1112,2392
-916,2456,2948
-1876,2604,3252
-1184,2920,3564
-460,2120,3784
640,1396,1404
728,1276,956
1036,-880,-536
988,-1180,-1068
1140,-1180,-136
1268,-1064,1360
1028,-560,1504
168,44,1320
288,408,1224
232,1200,1700
-236,1808,2256
-1372,1960,2756
-1492,2420,3552
-796,2388,4148
384,1736,2516
1028,1472,1144
1324,304,1040
1300,-780,-708
960,-564,-252
796,-1008,56
628,-764,716
672,-628,1096
256,-184,844
76,4,1576
504,1468,1924
-996,2024,2200
-1920,2000,2724
-1276,2432,3932
-464,2180,4108
440,1556,1712
764,1536,1300
1336,360,560
996,-384,216
636,-852,300
832,-1204,288
468,-1136,1140
600,-948,1632
528,508,912
560,800,2128
436,2372,1628
-788,2192,2604
-1012,2372,3636
-732,2744,4360
12,2184,3300
604,1476,1144
312,1088,1144
448,-804,-452
84,-868,-756
112,-792,-564
140,-556,-348
320,-148,296
556,56,648
1200,-688,1172
1548,-464,2436
1464,76,1768
1156,700,2384
-1084,1508,2388
-2468,3244,3328
-2276,2348,4556
-880,2164,4284
-128,2132,1888
872,1640,1324
1736,-808,-524
420,-812,-336
712,-1008,404
684,-576,724
1032,-980,836
1224,-1060,1960
728,-56,1488
716,-16,2404
-1168,1376,2048
-2952,2220,2240
-1264,2752,2852
288,2176,2592
56,1384,1624
-380,1324,760
176,-332,808
220,-132,1700
296,-8,2984
516,-120,2116
4,-920,284
-516,1848,-672
-432,-276,-556
-788,-32,-404
-632,40,352
-1004,1672,1888
-508,1212,1288
152,-280,136
-480,244,-20
-588,-164,160
-392,200,-528
-784,708,-640
-948,488,-332
-916,660,-172
-740,1364,-316
-688,984,204
-700,804,100
-408,668,84
-448,848,196
-308,520,40
-36,608,336
336,792,484
732,796,308
1000,900,176
916,1084,-52
972,748,4
1080,692,72
1084,580,-24
884,752,-64
924,584,0
952,664,24
896,608,-108
940,616,-48
960,660,-16
908,348,-44
996,212,-16
1064,236,136
1296,480,-280
1368,432,-544
1376,716,-152
1248,648,-4
1032,400,316
996,392,524
948,716,328
864,768,328
860,476,244
920,496,160
848,676,284
900,628,180
880,624,228
884,700,136
880,704,68
884,664,180
944,600,268
960,644,220
848,784,144
680,812,-60
672,820,-20
680,1008,48
716,792,24
728,844,0
776,908,-160
688,720,-216
640,724,-312
584,556,-440
472,432,-508
500,436,-516
352,288,-716
-40,304,-536
-100,220,-748
-116,488,-664
180,456,-596
148,720,-388
132,724,-372
-68,808,-280
-64,984,-140
-68,1152,-52
-128,868,284
-180,948,376
-184,956,224
-136,608,516
-40,644,704
-104,676,860
84,824,712
-16,532,940
48,416,1128
48,632,1460
276,724,1284
456,960,1048
384,1568,984
-80,1804,828
-368,1180,568
-392,928,124
-396,268,-4
-248,-260,-264
-144,-180,-456
-36,-340,-736
-20,-288,-760
44,-440,-816
76,-296,-876
104,-264,-896
132,-356,-840
