# balls=4,catches=24,detected=21,sampleRate=25,timestamp=1790080752,countMode=watch_hand
x,y,z
56,168,-976
48,152,-972
40,148,-992
52,156,-976
36,164,-976
48,148,-984
48,140,-972
48,128,-996
76,140,-972
60,144,-984
0,264,-1008
20,280,-1136
92,-24,-996
-8,40,-920
-76,60,-972
-16,360,-1040
40,-24,-996
144,80,-980
92,84,-976
68,120,-984
48,100,-976
60,96,-976
72,120,-968
64,128,-976
56,100,-972
76,120,-972
72,108,-984
60,96,-972
64,116,-968
68,124,-980
88,124,-984
88,116,-972
104,160,-976
172,128,-1048
-28,108,-992
80,168,-956
92,140,-980
40,176,-976
88,188,-1028
96,168,-992
84,328,-976
60,388,-968
100,360,-948
152,580,-932
172,564,-940
148,564,-956
84,484,-900
72,468,-856
76,500,-848
68,432,-828
108,368,-764
120,280,-628
144,308,-476
148,332,-244
132,656,104
128,1100,220
108,1336,252
52,1336,476
140,880,328
148,1180,592
72,1356,940
20,1464,692
-112,1976,884
-140,1880,932
120,1460,1036
156,1620,1120
164,1156,1056
256,672,520
348,148,68
164,-376,456
236,-1284,500
348,-752,272
176,-136,564
56,784,964
-384,2412,1016
-724,2452,1140
-704,2692,1520
-652,2688,2100
-136,1888,1656
208,836,304
96,-12,792
768,-1428,-324
616,-1040,236
488,-316,500
260,236,684
88,740,964
-36,1548,1128
-740,2216,1336
-1256,2436,1632
-616,2800,2392
-88,2420,2412
624,1304,904
592,1392,944
956,12,124
628,-124,-436
-12,-676,676
-56,-768,652
-332,-364,1256
-572,-412,1448
72,-220,684
-264,328,1084
52,1316,992
-372,2228,924
-876,2752,1700
-184,3328,2612
424,2820,2404
392,1688,328
316,1176,-240
472,-1400,-1132
884,-1348,-952
1192,-820,1792
924,-160,2580
652,368,1728
252,364,1500
248,860,1164
-416,2196,916
-1324,2756,1132
-1164,2784,1776
-248,2720,2668
484,1776,1404
592,1480,500
788,688,676
676,-580,-300
24,-852,48
-132,-740,792
-380,-872,1324
200,-1064,980
40,692,884
188,432,1316
424,1512,1464
-648,2232,1952
-928,2404,1808
-580,2780,2388
100,2392,2320
596,1336,628
468,1432,1092
888,-596,352
264,-348,116
-268,-864,360
-624,-720,780
-360,-1124,604
-260,-176,296
-188,-260,784
440,1488,464
8,2056,1312
-488,2608,2648
92,2800,2940
348,2576,2236
548,1336,516
568,1240,868
940,-372,292
600,-660,-224
-88,-760,556
-304,-532,772
-424,-680,920
-44,-360,252
-164,524,1204
-72,1160,1360
-464,1792,1528
-600,2468,1628
-296,2520,2396
252,2564,2204
536,1508,624
532,840,96
440,116,348
356,-748,-412
308,-784,-236
-28,-416,816
-180,-240,912
-44,-92,960
456,728,1216
32,1152,1808
-376,2000,1236
-800,2476,1368
-376,2692,2296
52,2468,1820
436,1412,768
716,948,524
948,-140,404
540,-580,-292
-192,-988,-76
-624,-924,428
-264,-772,408
-392,-52,1060
112,632,1064
60,1228,1344
-376,1796,1916
-420,2104,1892
-72,2500,2440
496,2248,2400
876,1096,732
632,668,708
668,-716,108
572,-592,-384
-244,-1076,156
-360,-312,96
8,-440,-16
-76,660,840
-68,872,1240
-304,1732,1912
-552,1988,2220
-316,2024,2912
396,1856,2616
660,1132,776
548,1020,1008
864,-204,-44
288,-488,-84
-240,-920,12
-420,-684,104
-408,-284,384
-292,-76,476
-84,-16,240
-76,520,1120
-524,1540,2064
-448,2304,2020
32,2844,2780
544,2652,2232
536,1408,320
224,628,-444
-144,-548,-1020
208,-692,-1124
920,-388,840
1004,168,1952
768,168,2116
628,-576,1180
412,628,1584
-204,1176,1288
-712,2332,824
-948,2332,1260
-600,3064,2096
152,2424,1688
496,1128,4
424,692,624
432,-636,-436
228,-668,-644
-24,-716,36
20,-204,636
168,-108,1416
228,-44,1320
648,392,1448
348,1176,1924
-284,2056,1200
-944,2400,1236
-832,2732,1864
116,2516,2244
620,1388,836
632,552,344
528,128,372
416,-500,-540
72,-868,-148
-156,-300,288
-316,-76,732
-12,-168,920
296,360,1328
-76,888,2000
-200,1408,1512
-752,2008,1320
-900,2396,2200
140,2652,2568
740,1436,800
712,848,980
772,-552,400
256,-72,-372
-396,-1236,-184
-628,-260,-44
-460,-360,-12
-348,-132,252
-664,-28,728
20,780,288
-220,1264,1028
-312,1916,1740
-272,2388,2476
288,2544,2860
520,1504,1536
724,564,364
488,396,976
556,-448,-200
-100,-380,-324
-404,-760,-288
-520,-576,316
-252,-804,196
20,32,696
-176,1044,1644
-60,1688,1520
-212,2336,1936
8,2624,2796
536,2476,2356
948,964,748
848,584,1012
876,-436,260
340,-336,-524
-580,-1052,-184
-764,-204,136
-360,-468,-40
-696,-160,392
-412,376,560
-112,836,888
-88,1448,1660
-152,2104,2260
224,2392,2576
564,2328,2360
996,1256,868
832,556,-156
248,784,1108
484,-1360,-580
-132,-684,212
-380,-544,1056
-388,-268,1032
188,-328,8
-312,732,1140
-160,1252,1508
-276,2076,1384
-644,2416,2216
52,2756,2548
500,2164,1496
744,1028,560
660,600,1344
684,-572,-92
-108,-1132,232
-648,-484,684
-852,268,1280
-468,-1128,552
-396,436,604
180,556,292
16,1676,348
-208,2372,1640
-216,2596,2304
232,2844,2548
272,1868,1096
440,1332,24
380,944,328
224,-1052,-44
-68,-716,-40
-16,-584,1484
0,-784,1748
604,392,1188
292,884,1384
28,1368,972
-676,2872,1192
-828,3036,2288
172,3080,2204
356,1996,1040
620,1028,1504
948,-540,20
192,-404,444
-512,-616,2136
-436,-484,1624
-404,-528,704
-104,140,588
152,1944,-16
-432,2460,40
-432,2484,1964
68,2828,2976
356,2220,1140
268,944,-56
52,52,428
448,-452,-696
120,-688,80
160,-508,816
84,-224,1004
64,-452,1212
-492,732,1432
-704,2052,1284
-556,2660,2124
-124,2908,2524
280,2092,744
268,1132,176
312,48,316
436,-900,-540
348,-868,172
100,-696,1296
64,-324,1156
256,272,704
-364,864,1488
-556,2096,1636
-620,2908,2200
-128,2836,2572
304,1980,676
252,1420,156
476,-208,140
676,-672,-468
164,-896,596
-104,-1116,1304
116,-636,868
232,380,976
-392,1516,1812
-424,2280,1648
-616,2724,2456
-100,2784,2176
276,1676,236
68,996,568
336,-748,-436
372,-348,-600
248,-296,572
56,-4,724
-60,-104,840
-16,116,696
108,168,904
-472,988,1740
-1164,2012,2112
-796,2376,2508
-424,2492,1996
-336,824,336
-660,-212,488
92,-596,340
-180,-696,284
496,376,468
544,1152,648
612,1004,588
228,976,1192
-532,652,376
-944,1552,24
-1576,972,116
-1496,1300,192
-1276,840,580
-932,940,652
-540,984,520
-52,508,568
488,208,1128
656,760,1204
500,224,1160
364,372,428
492,524,1080
208,416,592
-112,760,496
-204,840,356
-404,928,496
-412,1000,492
-372,1080,524
-272,1024,340
-396,1056,232
-332,1072,148
-388,1168,40
-340,1164,-56
-392,1152,-116
-408,1064,-368
-436,980,-556
-268,920,-616
-124,600,-668
-76,452,-720
0,316,-900
0,444,-956
-4,392,-988
20,288,-976
16,212,-940
44,172,-940
44,132,-976
116,68,-988
-12,60,-896
-100,212,-956
76,220,-708
44,-72,-1052
-168,20,-984
-4,332,-1084
188,80,-908
208,44,-1188
-60,36,-940
-244,196,-868
156,-28,-1028
-12,232,-1020
52,228,-1020
-112,164,-964
-100,232,-988
-208,220,-964
-176,96,-1020
-368,140,-892
424,100,-996
-536,200,-772
-112,116,-1000
-100,124,-1004
-156,148,-952
-188,128,-968
-200,148,-960
-188,148,-980
-120,112,-996
-156,100,-976
-72,140,-1000
-24,64,-968
-48,32,-968
-112,76,-980
-100,96,-976
-16,124,-980
-32,140,-964
-72,48,-952
-92,100,-928
-96,88,-940
-100,96,-944
-88,108,-984
-88,124,-1040
-76,120,-1048
-80,136,-1064
-84,108,-1048
-64,108,-972
-68,124,-948
-64,80,-964
-92,96,-976
-88,108,-976
-84,96,-976
-80,92,-964
-72,88,-964
-76,116,-996
-112,92,-976
-108,92,-984
-116,100,-992
-96,112,-964
-100,100,-984
-96,96,-968
-104,100,-964
-108,96,-968
-100,92,-960
-100,112,-972
-88,116,-976
-96,148,-992
-100,140,-1016
-100,60,-1020
-12,148,-1012
-84,316,-952
-120,108,-932
-224,44,-928
-8,228,-968
-184,204,-880
-132,220,-980
-276,128,-924
-116,88,-944
-112,196,-996
-144,296,-996
-164,332,-1012
-188,244,-1052
-152,208,-964
-132,252,-952
-104,200,-944
-132,208,-940
-116,316,-936
-128,344,-932
-140,256,-920
-84,308,-912
-88,368,-924
-72,364,-944
-60,400,-912
-56,428,-896
-68,460,-912
-64,452,-900
-88,428,-920
-68,368,-928
-68,432,-904
-56,420,-868
-56,412,-860
-60,408,-840
-48,424,-892
-52,452,-940
-48,436,-972
-60,428,-956
-40,384,-940
-44,400,-948
-36,424,-972
-40,428,-960
-28,384,-936
-48,396,-924
-32,416,-912
-36,388,-912
-24,376,-912
-24,404,-904
-28,388,-928
-20,376,-924
-20,400,-928
-32,420,-936
-36,404,-924
-36,424,-928
-28,396,-924
-24,392,-916
-24,420,-940
-32,400,-936
-32,392,-952
-40,392,-924
-40,368,-928
-40,380,-908
-36,392,-920
-36,400,-912
-40,376,-908
-60,372,-940
-48,368,-944
-64,372,-924
-44,360,-924
-44,372,-936
-52,356,-928
-56,348,-940
-60,360,-928
-60,360,-948
-60,368,-928
-76,348,-920
-72,348,-928
-56,356,-924
-64,328,-932
-76,356,-936
-52,348,-920
-76,340,-932
-60,348,-944
-64,340,-940
-68,352,-948
-68,344,-936
-44,352,-920
-72,332,-924
-52,320,-924
-44,348,-948
-48,324,-944
-60,320,-928
-60,356,-928
-64,364,-956
-68,360,-948
-68,352,-940
-60,340,-916
-68,332,-912
-64,364,-940
-72,372,-948
-56,372,-948
-68,356,-936
-76,368,-912
-72,372,-920
-80,400,-956
-76,404,-940
-84,408,-932
-88,404,-920
-92,416,-924
-80,404,-924
-80,408,-920
-80,420,-912
-88,424,-896
-84,448,-908
-68,452,-908
-64,460,-920
-64,448,-932
-76,436,-908
-68,424,-900
-56,428,-896
-68,440,-912
-56,432,-904
-48,416,-908
-64,424,-908
-60,424,-904
-60,432,-892
-56,440,-904
-64,440,-904
-52,456,-928
-48,436,-896
-56,440,-904
-56,452,-888
-56,472,-904
-44,476,-900
-60,476,-888
-56,464,-884
-60,464,-888
-52,472,-896
-44,480,-896
-56,472,-888
-48,476,-876
-48,484,-888
-56,468,-884
-56,476,-884
-52,476,-888
-52,468,-888
-56,472,-884
-48,488,-904
-52,468,-888
-40,472,-896
-64,480,-872
-52,488,-900
-52,472,-888
-52,480,-888
-52,464,-884
-56,484,-892
-56,480,-888
-52,476,-884
-64,476,-872
-56,484,-888
-56,496,-880
-56,492,-880
-56,484,-884
-60,484,-876
-60,488,-872
-60,484,-880
-60,480,-888
-60,480,-888
-64,492,-868
-72,492,-872
-64,488,-872
-44,480,-872
-60,484,-888
-64,472,-892
-60,488,-888
-52,496,-880
-52,496,-892
-60,488,-872
-60,496,-876
-68,488,-888
-60,480,-876
-76,488,-876
-56,480,-880
-64,488,-884
-56,496,-884
-64,484,-884
-64,476,-872
-68,508,-888
-56,512,-880
-68,492,-880
-72,476,-868
-68,484,-888
-60,492,-872
-56,500,-888
-72,488,-876
-68,484,-872
-60,492,-888
-64,492,-892
-64,488,-892
-60,488,-884
-56,516,-896
-64,484,-884
-64,472,-880
-84,472,-884
-64,480,-884
-68,476,-868
-64,476,-880
-68,476,-880
-60,468,-884
-48,476,-888
-64,480,-872
-76,484,-872
-52,480,-888
-64,472,-880
-56,468,-872
-48,468,-892
-48,484,-896
-60,488,-880
-60,472,-884
-68,460,-888
-72,460,-888
-64,464,-888
-68,480,-888
-76,468,-888
-64,468,-892
-68,488,-884
-60,472,-896
-72,476,-884
-72,468,-888
-72,472,-896
-60,464,-892
-72,468,-892
-68,476,-880
-68,464,-888
-76,480,-896
-64,452,-888
