# run=20260924_170632,timestamp=1790262392,balls=6,catches=9,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=10
x,y,z
88,88,-992
88,88,-1004
72,76,-980
352,60,-1016
64,32,-896
116,8,-928
64,0,-976
8,116,-952
-16,164,-924
68,72,-1208
80,108,-976
40,80,-1004
44,132,-1020
28,140,-976
24,164,-1028
24,204,-1036
0,180,-1012
-12,156,-1000
-12,180,-1004
16,208,-1008
8,176,-992
8,168,-992
4,188,-976
-12,160,-964
-36,164,-964
-68,188,-952
-64,140,-964
-72,160,-984
-84,200,-1000
-80,148,-992
-88,116,-980
-44,84,-988
44,56,-1016
92,-28,-960
104,-56,-892
120,-32,-888
240,-124,-960
352,-172,-1000
264,-44,-1040
192,24,-996
88,208,-944
32,360,-924
-8,552,-684
-92,876,-316
-164,1012,-144
-152,1000,84
-84,752,68
-16,508,92
92,308,172
228,148,432
400,452,804
600,1000,1036
456,1448,1412
36,2252,1776
-132,2672,1768
184,3140,2488
496,2764,1904
248,1852,1112
1256,-1464,260
1912,-2240,-24
1680,-1732,292
1288,-968,252
1052,-128,584
584,916,1632
-632,2144,2340
-1532,3244,2588
-1864,4308,3476
-816,3896,3212
220,2692,1904
1772,-700,420
2944,-2956,-88
2768,-2176,436
1676,-1052,584
880,176,760
-744,1968,2024
-2392,3476,2944
-1932,3880,4520
-796,3288,3824
588,1880,440
1148,-420,-1024
2044,-1544,-1208
2812,-1516,940
1860,-1020,2484
244,140,1780
-292,80,716
-188,784,516
-372,1724,1172
-816,2924,2424
-1228,3552,3284
-924,3792,3668
184,2816,2624
912,1860,1132
1376,1136,1240
1460,-944,348
988,-932,680
1232,-1004,932
988,-472,1772
1316,-788,1120
412,-224,1724
1108,776,1288
300,2924,1156
-1640,4340,2724
-1312,5104,4676
-468,4412,3468
1008,1948,1436
2916,-196,1584
2696,-1664,524
1556,-2224,648
1336,-1316,-1272
-444,644,524
-1340,1616,-828
-640,1488,256
-436,1924,2572
-284,2988,3988
272,2844,4848
996,2448,3320
1560,1484,1168
1816,700,540
2040,-1176,-112
1292,-2040,280
744,-1696,1304
1124,-1044,1292
356,512,1704
304,448,756
12,1420,664
-876,2836,1996
-1188,3668,3320
-516,4416,4612
308,2820,2760
1480,1544,144
1748,-88,640
1476,-1516,92
1132,-1448,552
1448,-748,1648
1736,-1044,1656
784,692,2116
-184,1028,1760
-1716,2628,1292
-1988,3940,2524
-1516,4524,4580
40,3128,2764
1092,2044,1468
2052,-96,1048
1856,-856,448
1140,-1512,1604
512,-1688,1296
336,-368,1400
-340,-272,1764
680,128,416
840,2352,-168
164,3124,1852
-392,4004,2988
-104,3968,4136
780,3224,2820
1264,1672,556
968,540,592
528,-1020,-240
256,-672,-124
-248,-440,-52
212,-472,680
1328,-456,2920
2820,-1560,2120
2632,-92,2124
-624,3500,1708
-2596,6176,4072
-696,4588,-1132
1680,4,-3160
2328,-3012,-748
-756,-488,1224
-688,1520,-252
-1164,976,1268
-648,1220,2064
-548,1612,2868
-544,2024,2956
1156,2684,2464
1624,2624,2552
1496,2004,1696
1380,732,684
600,-536,96
204,-1972,136
732,-1136,112
1156,-340,588
1832,-952,1872
2540,-1204,2144
1332,1044,2584
-2576,4752,2664
-1372,5304,5496
260,2780,-1856
264,-680,-1480
1060,-5236,-452
3308,-1900,3392
2656,4228,5784
624,2188,1084
-436,2160,-596
476,1816,-384
460,1572,1088
-216,2044,2188
-32,1436,808
212,1296,132
-500,100,532
-880,-28,1492
-468,368,1200
112,784,764
484,780,1500
724,512,2000
1296,124,-64
248,692,1544
320,740,672
-216,628,144
-976,644,308
-976,280,-228
-776,44,-476
-540,236,-456
-256,-264,-852
-148,-180,-1032
-172,-12,-1100
-172,-8,-1164
-176,-56,-1160
-156,-32,-1120
-152,92,-1112
-136,-32,-1060
-140,-24,-1012
-136,72,-960
-156,56,-968
-140,20,-968
-156,36,-920
-132,64,-964
-172,68,-996
-160,36,-980
-140,60,-976
-140,100,-972
-132,44,-940
-116,52,-916
-60,156,-880
12,88,-848
56,80,-844
44,188,-884
24,200,-844
-52,280,-856
-92,392,-944
-88,420,-1012
-72,412,-1072
-36,356,-1116
12,372,-1072
12,460,-1084
28,476,-1080
16,504,-1048
48,460,-1072
84,476,-1060
180,396,-1028
268,336,-992
316,260,-960
332,260,-912
400,268,-880
448,196,-888
476,184,-860
464,132,-868
504,164,-868
396,140,-888
348,136,-888
360,140,-908
364,112,-916
344,60,-896
332,44,-892
320,36,-892
296,16,-888
308,-16,-884
308,12,-908
248,-4,-952
244,-124,-964
188,-64,-972
100,-172,-1004
176,40,-960
32,-28,-1000
-8,144,-1020
