# run=20260603_223404,timestamp=1780518844,balls=4,catches=0,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=0
x,y,z
912,248,-1084
816,460,-1192
580,500,-628
724,704,-948
660,492,-1100
548,376,-1044
412,200,-772
392,236,-824
324,112,-892
212,44,-816
144,4,-676
96,12,-676
72,-48,-716
44,-132,-688
72,-44,-772
116,-8,-900
168,-60,-936
192,-84,-936
224,-104,-932
228,-300,-760
260,-196,-996
220,-92,-932
196,-200,-868
224,-172,-940
224,-128,-932
244,-200,-932
236,-192,-940
240,-196,-964
228,-184,-952
236,-168,-944
232,-176,-928
224,-168,-944
232,-172,-940
232,-176,-932
236,-164,-936
236,-172,-916
232,-168,-932
224,-172,-948
240,-164,-944
228,-164,-936
220,-168,-948
216,-176,-936
216,-172,-924
220,-180,-940
224,-164,-928
220,-156,-940
220,-168,-948
216,-156,-944
220,-168,-940
204,-172,-928
208,-164,-908
212,-216,-912
216,-172,-896
204,-256,-812
188,-24,-860
180,-40,-940
200,-244,-1068
276,-32,-1116
272,424,-1088
168,564,-1072
112,580,-952
56,880,-740
24,1036,-640
-12,828,-580
-52,692,-568
-64,668,-528
-56,776,-560
-36,732,-636
-28,636,-680
-32,644,-716
-44,560,-780
-56,496,-792
-68,456,-828
-72,424,-876
-88,416,-888
-80,432,-884
-84,452,-908
-80,464,-936
-80,448,-916
-72,440,-904
-68,460,-900
-60,448,-908
-80,432,-900
-84,440,-896
-84,424,-896
-68,380,-908
-64,340,-920
-60,304,-936
-60,280,-948
-60,276,-952
-48,236,-944
-36,152,-944
-24,76,-952
0,-8,-988
4,-48,-996
20,-76,-1012
40,-100,-1000
52,-100,-1004
48,-132,-1000
48,-136,-960
36,-104,-972
52,-112,-968
28,-112,-984
28,-88,-984
40,-100,-988
44,-100,-988
48,-100,-976
48,-96,-972
56,-88,-988
64,-104,-976
52,-88,-972
48,-80,-964
48,-88,-972
52,-88,-976
56,-96,-972
44,-108,-972
60,-96,-968
52,-88,-960
56,-100,-968
52,-92,-968
60,-96,-964
56,-108,-968
52,-80,-968
48,-84,-968
40,-84,-980
64,-96,-976
56,-88,-976
52,-96,-976
64,-76,-980
56,-84,-972
52,-88,-964
64,-100,-972
52,-84,-960
48,-92,-956
60,-96,-968
56,-88,-972
60,-84,-968
64,-92,-964
60,-92,-976
52,-84,-960
56,-84,-968
48,-84,-964
56,-80,-984
56,-100,-972
56,-84,-972
56,-76,-988
48,-88,-968
56,-88,-972
52,-80,-976
44,-84,-968
48,-80,-976
80,-112,-972
64,-92,-972
64,-104,-984
68,-116,-972
80,-148,-960
96,-196,-920
84,-188,-928
