# run=20260922_151758,timestamp=1790083078,balls=7,catches=10,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=8
x,y,z
600,368,-868
600,300,-860
616,260,-856
628,240,-836
604,208,-724
524,160,-760
508,188,-780
460,268,-784
444,176,-820
444,136,-732
484,156,-904
396,128,-880
272,136,-944
252,72,-980
172,84,-860
204,168,-960
28,168,-980
156,188,-948
-552,396,-1340
-152,380,-928
-36,176,-924
-140,332,-840
-564,-12,-792
-736,-400,-804
-340,-336,-716
556,464,-844
320,60,-1076
-24,104,-904
-16,-52,-888
16,4,-876
8,16,-904
32,-84,-904
124,-92,-772
276,28,-612
468,320,-452
712,736,-236
808,1052,36
768,1164,100
804,1428,388
720,1360,540
616,1060,292
444,1060,332
380,896,480
372,796,424
344,780,500
304,792,588
280,796,592
220,780,568
176,696,580
132,704,640
108,708,716
192,800,816
352,1024,1256
456,956,1232
420,904,1100
336,848,1080
316,756,896
272,720,704
204,728,856
160,672,724
148,672,588
64,672,792
16,784,692
-28,800,596
-68,752,532
-132,812,528
-252,800,412
-356,836,452
-392,884,464
-372,920,440
-336,880,388
-240,672,196
0,44,72
196,-312,236
308,-44,324
236,564,616
-332,2220,848
-944,3368,784
-844,3436,1012
-252,2788,1140
472,1860,1252
880,620,872
960,-660,288
1216,-1700,140
1276,-1796,600
1316,-804,1096
1148,1008,1508
-240,3548,1540
-1728,5420,1760
-1960,5832,1680
-848,4828,1636
624,3224,1728
2236,-528,1080
3772,-3872,768
3396,-3440,1164
2408,-1460,1636
1452,1240,2020
-1728,3824,2748
-3632,5760,3728
-3272,5820,2984
-1296,4164,2844
1324,932,1416
4084,-2828,900
4336,-3852,768
2948,-2368,1012
1980,-192,1696
820,2068,2356
-2728,4312,3500
-3056,5016,4456
-1948,4292,4420
-76,2804,2412
1376,1548,1416
2828,-1512,-984
2452,-1964,-556
1932,-2040,-608
1944,-1064,1348
1812,-412,2304
1220,184,1936
476,1232,2728
-1216,2640,2892
-2220,4096,2956
-1832,4920,4132
-120,3612,3248
1444,1868,908
1516,400,592
2128,-1616,-552
2456,-1976,-32
2188,-1104,320
1588,-1208,688
1760,568,1888
24,2244,3124
-3504,3616,3508
-3276,5060,5196
-500,3720,3488
3228,2912,1148
4736,-1728,-392
2388,-1560,140
400,-1952,2576
-736,-960,2528
736,-672,416
44,504,1068
92,932,1292
-1384,2628,2676
-1476,4768,4132
-736,4780,4544
1284,3868,2060
2596,3120,1692
2880,800,1364
1284,-24,904
356,-616,1192
500,-692,2396
1564,708,3736
2384,1316,3328
1100,960,3312
1656,1120,2708
1868,3356,2552
508,5488,2504
1068,7420,6448
80,6240,2816
24,3852,136
708,8,-2716
1164,-3688,-1880
2416,-1992,956
3980,440,3092
2652,-808,3988
2324,876,1544
1992,356,996
104,1140,1652
-3988,3764,676
-2648,6372,1580
-2164,5248,2168
380,4316,2064
2808,3240,3584
2112,-596,2416
208,-140,2280
404,508,2716
1704,424,2828
1116,-148,1404
968,808,108
372,-308,-188
-316,-332,-1064
-840,932,-1968
-1352,2016,-2504
-996,1580,-1916
-1576,1692,-1328
-1124,1600,-1384
-764,1388,-1136
-892,960,-1156
-860,836,-1020
-976,424,-572
-640,188,-276
-188,228,-48
172,148,500
176,500,356
648,1112,2248
984,468,888
688,636,780
-1544,1656,120
-896,228,-664
-1748,16,-476
-1876,180,-496
-1556,4,-324
-1368,12,-124
-1168,-128,-316
-1072,-260,-132
-952,-620,-60
-788,-1100,-168
-712,-868,-320
-628,-724,-80
-664,-560,-36
-624,-644,184
-728,-796,676
-888,-852,1012
84,-396,1144
1040,880,-4
948,1268,-596
748,716,-264
648,324,-1076
216,304,-1048
356,264,-1068
572,604,-1312
580,800,-1496
616,744,-1596
616,1120,-1612
624,952,-1684
504,720,-1400
400,732,-1204
420,568,-1164
436,524,-996
464,464,-924
508,344,-924
496,300,-812
412,284,-816
408,188,-928
360,160,-844
280,132,-788
216,36,-876
200,32,-764
208,44,-888
132,-4,-900
208,16,-884
168,-92,-880
300,-48,-968
132,-56,-892
204,-108,-908
188,-60,-916
120,-80,-868
164,-48,-892
128,-80,-904
172,-56,-920
