# run=20260922_151408,timestamp=1790082848,balls=7,catches=8,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=7
x,y,z
-56,48,-972
-88,36,-988
-72,32,-992
-84,28,-988
-76,20,-968
-96,12,-976
-44,20,-980
-16,100,-1028
-296,208,-1628
-144,-36,-816
-168,-20,-908
-240,-244,-940
-264,-244,-936
-208,-164,-832
416,176,-396
220,288,-1112
156,-280,-968
44,-212,-904
372,44,-916
-8,-116,-880
188,-192,-848
176,-272,-812
184,-308,-788
204,-272,-704
168,28,-700
216,404,-596
164,744,-396
152,1112,-48
180,1708,296
68,1748,520
76,1564,504
56,1300,484
44,1148,632
-32,992,608
-100,868,548
-152,832,516
-152,844,408
-84,804,440
-52,1072,444
-64,976,456
84,584,228
264,104,100
272,-116,308
440,-156,420
396,680,764
-232,2220,1352
-760,3660,1460
-464,3220,1496
160,2480,1568
932,1312,1160
1128,556,1008
1140,-1028,320
1228,-1952,76
1212,-1936,508
1252,-1104,1192
1084,1080,1856
0,3560,1796
-1192,4896,2304
-1520,5420,2312
-528,4464,2300
828,2800,1876
1860,-940,848
3192,-4108,28
3176,-3656,192
2308,-1260,892
1528,1272,2224
-956,3196,2968
-3200,4856,4160
-2436,5032,3776
-1152,3956,3396
1316,1208,1356
3736,-2296,156
4380,-3824,-176
2976,-2552,212
1996,-232,1084
392,1852,2992
-3012,3556,4004
-2740,4092,4732
-1224,3576,4772
728,2700,2304
1940,1992,988
3176,-1800,-1268
2548,-2188,-176
1692,-1320,1976
288,-1752,2520
888,-696,1168
-136,372,2252
-128,3196,1608
-1916,4780,2776
-1340,4948,3992
-24,3744,2648
1400,2288,624
1808,636,456
1924,-1740,-972
1772,-2008,-376
2280,-1420,1488
2760,-1200,3596
1688,-448,3152
284,2168,2564
-2956,4812,2628
-2380,6112,5192
-632,4692,2944
1300,2936,1460
3848,-1288,-504
3148,-2192,-700
932,-1760,496
128,-1252,976
144,-536,1804
720,660,1492
-684,1980,1628
-2108,3436,2732
-1188,4772,4748
-224,3876,2956
2096,2420,380
3420,-136,292
2848,-1736,-820
1224,-2548,1004
-792,-1392,1116
968,-2000,-300
304,860,2512
944,1816,1720
-640,3088,2272
-1920,4400,3548
-708,4312,3668
1684,2848,376
2812,1004,32
2332,-2236,-1072
1072,-1892,1996
620,-1960,1156
-92,-244,1548
-144,-644,1420
760,796,540
-272,2360,2232
-916,4104,3400
-224,4676,4136
728,3532,2176
2120,1696,540
2612,-800,56
2084,-1640,-296
992,-1316,-284
-140,-472,1168
-1192,308,956
-1696,896,1468
-1156,1212,888
-1732,1528,900
-1168,1232,644
-780,748,336
-912,512,276
-832,-12,-104
-1112,-156,-200
-1280,0,-344
-1264,-52,-472
-884,448,224
-604,1112,1320
-596,412,3108
756,724,876
-676,-444,832
-512,-516,656
-500,-340,284
-408,104,432
-244,860,244
-440,1816,356
-516,2252,8
-436,1740,32
-96,1716,-16
-192,1552,488
-196,1848,768
-816,1944,1068
-420,1792,752
-592,928,-504
-336,1900,220
-380,216,764
-228,136,92
-164,340,-136
-280,96,-72
-404,-8,-148
-460,-156,-164
-408,-152,-264
-316,-60,-616
-236,60,-924
-160,140,-1104
-96,-172,-1124
-36,-172,-1208
-76,-64,-1324
-72,-96,-1336
-96,-180,-1248
-128,-196,-1152
-84,-224,-1124
-64,-216,-1040
-36,-144,-1004
-28,-156,-968
-8,-132,-988
12,-96,-992
56,-84,-1004
52,-120,-964
48,-108,-972
36,-144,-956
36,-120,-944
44,-124,-956
56,-100,-944
