# run=20260922_152153,timestamp=1790083313,balls=7,catches=9,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=9
x,y,z
344,0,-936
400,-88,-868
288,-52,-1008
464,88,-1024
412,4,-924
212,-160,-940
692,120,-960
76,-356,-872
288,92,-936
152,-92,-972
-104,-344,-960
84,-352,-920
760,184,-1004
332,0,-992
268,-100,-900
232,-40,-876
220,0,-896
216,-48,-900
224,-56,-816
148,-124,-724
184,-212,-656
296,112,-396
312,612,-100
380,956,280
324,1456,752
84,1888,748
-24,1680,796
-44,1244,828
-100,1160,924
-88,984,880
-124,872,820
-136,916,820
-124,776,764
-88,856,668
-60,884,612
-40,816,572
-88,864,532
-148,860,328
-168,756,276
-188,896,332
-156,912,288
-160,904,264
-188,984,384
-180,944,392
-192,964,376
-172,988,364
-180,944,364
-196,964,388
-216,984,344
-248,980,360
-268,984,340
-292,956,320
-324,968,328
-384,980,368
-372,948,368
-304,868,336
-224,608,248
-120,288,228
-4,132,268
76,252,356
64,772,580
-276,1784,764
-736,3016,724
-736,3148,704
-224,2368,812
248,1724,1108
592,860,868
612,-52,540
648,-800,264
772,-1448,260
1024,-1380,608
1272,-616,1232
1016,1108,1652
-480,4032,1440
-1468,5296,1528
-1784,5468,1620
-864,4464,1668
592,2980,1648
1780,-420,904
3128,-3544,588
2936,-3400,732
2040,-1736,1200
1256,576,1960
-1044,3124,2384
-3300,5092,3360
-2924,5660,3180
-1508,4392,3028
872,2276,1728
3016,-1536,1068
4328,-4124,760
3392,-3396,636
2168,-836,1120
884,1592,2216
-2612,3520,3616
-3216,4344,4480
-2152,3764,5060
-332,2840,2940
1188,1712,1192
2200,-1604,-700
2240,-2236,-364
2400,-1952,844
2220,-1672,1652
1676,-1000,1380
360,1620,1796
-1236,2840,2408
-2532,3968,3780
-1708,4156,5100
-700,3292,3940
408,2400,1636
488,660,92
660,-2048,-1428
1456,-1860,-772
2344,-920,868
3356,-1164,1968
3768,-1100,1284
2064,192,2560
-504,1620,2344
-3972,3968,2200
-4688,4996,4456
-2340,4840,3620
1628,4324,1704
4752,1280,2728
3732,-1828,1248
1684,-1268,2324
-776,-188,4640
32,-476,3596
324,528,2416
1108,1612,1824
-920,4668,1068
-1788,6204,4688
-168,4708,2348
1896,2120,-332
2996,-2604,-1716
2148,-2036,-84
612,540,2728
-332,-236,976
-704,-52,1972
-16,-352,1360
-48,512,1512
-792,2000,1472
-1700,3620,2728
-592,4648,4084
444,3260,1960
1540,1932,892
2852,-1780,-604
2540,-1944,-504
1812,-1420,220
764,-76,2316
1080,176,1576
408,52,2864
-800,1060,2792
-3460,3188,2956
-2068,4684,4056
348,4420,2092
2872,4040,1232
4460,-1380,856
2228,-1312,636
-44,-1752,2764
-1056,-1184,2700
-316,-924,2804
128,524,1208
732,-72,1752
896,2076,844
588,1324,2136
-64,2672,2784
-916,3524,3016
-4,4596,3916
1656,3592,2320
2324,2624,336
1960,-512,-1048
788,-1724,-1336
660,-1008,-384
1180,-280,1532
2596,-560,2156
2056,116,1872
1944,-752,1324
1068,-580,1276
1168,588,1928
-1104,3800,2660
-1704,5112,4752
-512,5460,5648
1012,3940,3420
2240,3364,2476
2656,1368,956
2900,-1312,672
3252,-1260,2092
2692,-600,1356
680,48,2644
724,-480,2028
-256,492,3004
-2236,1824,1976
-3688,3224,1088
-2252,4124,4580
1236,4888,5004
3032,3724,2612
4276,1424,844
2832,-716,612
1476,-2172,2468
-400,-1044,3880
-284,-1420,2392
-1032,716,1132
-1724,-816,588
-1008,124,-816
-1288,564,-508
-1116,408,-156
-1104,640,148
-1056,552,244
-1024,964,172
-788,904,0
-828,728,48
-916,920,392
-836,848,212
-1324,924,-8
-1272,980,-348
-976,1072,-676
-616,772,-528
-564,972,-112
-108,1936,888
-404,1880,908
196,1336,-60
-148,584,1940
-156,680,1060
-152,380,452
52,-64,228
68,-912,308
56,-1996,304
-112,-2688,344
256,-1492,160
-204,-372,776
-136,-44,-28
-424,256,-228
-716,512,120
-512,500,-208
-308,928,-580
-16,1104,-1180
268,1264,-1732
308,908,-1452
480,820,-1660
460,660,-1504
408,320,-1176
420,292,-1084
420,252,-1028
400,152,-888
388,188,-820
440,356,-1036
320,220,-880
488,200,-904
396,180,-960
364,128,-924
368,188,-916
380,172,-920
344,144,-896
316,172,-848
252,236,-792
216,244,-788
224,288,-872
288,332,-920
344,324,-952
316,308,-1000
392,376,-1064
412,456,-1024
288,456,-948
284,456,-908
340,396,-928
300,380,-976
236,408,-948
212,388,-924
164,356,-944
132,364,-892
148,320,-872
116,296,-852
108,268,-884
92,232,-884
64,220,-904
68,216,-892
