# balls=3,catches=89,detected=88,sampleRate=25,timestamp=1790081282,countMode=watch_hand
x,y,z
68,260,-956
60,276,-960
72,244,-968
68,256,-952
72,260,-960
72,244,-960
76,248,-960
72,248,-960
76,248,-964
80,256,-960
80,264,-956
24,252,-936
0,300,-900
236,188,-992
100,224,-944
-16,268,-980
84,336,-964
-40,192,-920
100,264,-992
44,276,-984
24,272,-948
40,220,-972
36,284,-956
36,256,-980
52,176,-952
84,160,-996
32,76,-996
-48,156,-872
-24,540,-904
32,408,-912
56,340,-964
40,392,-948
20,428,-916
16,428,-940
56,412,-920
32,480,-900
32,432,-924
24,416,-920
28,500,-896
24,420,-916
32,484,-912
32,448,-908
24,428,-920
16,392,-912
36,380,-944
4,408,-924
28,408,-936
20,332,-928
12,360,-940
12,352,-944
16,308,-932
16,348,-964
12,356,-944
28,356,-968
40,324,-960
40,328,-932
44,404,-900
48,484,-1012
164,760,-840
100,924,-500
40,908,-380
36,612,-632
48,356,-508
108,780,-568
36,928,-432
-56,1136,-64
-136,984,144
-100,1268,168
-180,1208,352
-132,1188,624
-112,1096,728
-88,904,736
-44,744,508
-4,608,292
-40,504,452
-20,500,588
8,660,696
60,1096,812
76,1384,1172
-20,1584,1572
-60,1632,1628
20,1436,1480
116,1048,1016
160,600,588
212,308,376
164,-504,224
-140,-844,556
-12,-632,548
80,-200,384
164,468,700
436,992,988
360,1828,1344
92,1808,1424
-160,1804,1952
-388,1820,2084
-376,1696,2300
232,1536,2484
560,1384,1280
404,1184,804
568,472,1024
416,-104,160
44,-36,-172
-224,-720,-88
-384,-484,300
-628,-304,600
-420,-208,-12
-372,204,180
-380,-108,652
-96,344,380
-76,892,520
-100,832,768
28,1116,948
-36,1156,1384
-276,1408,1644
-468,1484,2068
-168,1544,2756
344,1548,2212
408,1324,884
224,976,772
360,416,456
196,56,-164
-116,-4,120
-432,-192,404
-560,-444,448
-668,-540,380
-60,-232,-524
-240,-160,372
-204,188,788
112,992,736
80,856,1316
-12,1004,1628
-124,1156,1736
-340,1384,2088
-148,1328,2276
420,1512,2452
528,1484,1080
200,1156,364
16,412,684
156,-68,-452
-116,8,-132
-296,-292,276
-352,-208,524
-344,-352,612
-164,-388,252
100,216,252
-68,248,1076
132,764,1168
148,972,1140
24,1036,1504
-140,1324,1512
-364,1436,1688
-292,1432,2060
232,1456,2276
464,1428,1356
280,1172,364
20,1132,696
-28,-576,-132
-188,88,-308
-172,-48,36
-172,108,736
-108,-136,664
-96,-88,488
156,60,428
56,272,1072
100,588,1316
128,756,1240
-36,908,1420
-128,1004,1512
-316,1360,1556
-296,1312,2032
172,1244,2356
420,1128,1532
308,912,444
20,700,760
8,-232,68
48,164,-76
-160,-164,336
-300,-400,580
-108,-4,136
-340,148,416
-216,376,416
-120,620,992
-44,480,1496
-72,600,1564
-208,944,1836
-268,1028,2028
-20,1012,2416
388,1120,2076
532,976,496
128,856,624
84,-664,-228
20,60,-388
-228,-156,340
-152,-216,600
-264,-20,580
-368,64,944
-212,324,968
-56,308,1104
4,344,1252
-64,600,1416
-216,684,1524
-248,960,1840
-24,972,2332
320,1008,2216
360,992,884
