# run=20260603_223429,timestamp=1780518869,balls=4,catches=8,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=14
x,y,z
188,72,-500
176,348,-224
104,716,128
164,1020,484
152,1544,888
52,1432,1016
20,1092,936
-60,1244,1060
-204,1340,1388
-240,1564,1644
-12,1680,1712
164,1300,1692
168,896,1376
236,456,812
352,-76,96
276,-640,292
324,-1448,228
292,-848,148
208,-200,528
52,496,1200
-88,1540,1368
-336,1860,1604
-676,2352,2440
-664,2276,2508
-288,1884,2100
40,1184,868
-144,652,996
260,-848,-80
356,-852,-256
340,-740,124
244,-372,444
252,16,788
272,420,1344
44,1192,1648
-808,1976,1624
-1396,2012,2040
-880,2156,2628
-212,1872,2076
340,1556,224
400,752,808
540,-868,-768
444,-648,164
-344,-1192,2304
-180,-804,900
-468,-424,700
-404,44,316
-240,936,636
-276,1704,1536
-448,1988,2328
-260,2092,2940
-28,1988,2456
288,1224,884
172,1360,1224
692,-564,288
356,-472,0
-312,-744,488
-408,-572,68
-132,-744,-416
-272,-376,-104
164,120,352
572,540,1228
332,556,2668
-320,1628,2640
-1272,1816,2372
-912,1540,2812
88,1456,2724
556,1268,1200
992,704,892
1120,-324,-860
416,-676,-368
-124,-1020,388
-92,-1140,788
-572,-816,1272
-296,-172,1052
-40,308,1072
-48,712,1136
-296,1176,1404
-608,1324,2376
-280,1788,3032
212,1880,2492
208,1248,512
-276,916,-148
-332,-36,-296
36,-176,-740
408,-268,444
536,-200,1316
704,-224,1052
748,-352,704
444,-44,984
184,132,1180
-256,848,1448
-616,1188,1676
-892,1656,2108
-816,1968,2604
-100,1684,2504
328,1220,1108
108,512,28
344,-324,-604
704,-168,-716
436,-504,680
-28,-104,1284
-376,-284,956
-476,-48,680
-220,212,820
-80,448,800
-212,700,1116
-376,872,1692
-428,1272,2032
-344,1644,2584
-36,1720,2704
360,1352,1336
268,812,12
240,-272,-796
412,-356,-1332
356,-712,-924
272,-456,496
704,-300,1596
524,108,2276
544,-88,1672
484,44,1412
96,656,1544
-428,1200,1404
-860,1468,1328
-868,1808,1712
-540,1772,2332
84,1408,1948
516,480,136
164,-356,176
808,-432,-1020
460,-236,212
28,456,1216
-220,352,872
-120,148,560
-152,536,1320
-224,148,1648
-304,288,1328
-600,468,792
-560,792,676
-456,780,900
-424,712,1064
-276,852,876
-196,672,972
-156,576,1164
-20,664,1084
-16,592,960
-60,556,932
-64,548,892
-44,532,860
-28,504,860
-16,572,912
-60,612,916
-108,624,920
-172,696,884
-200,764,836
-212,832,792
-216,932,620
-220,1008,488
-220,1032,320
-220,1068,124
-152,980,-112
-44,956,-456
-32,720,-712
-24,488,-756
4,376,-812
48,160,-936
68,164,-928
60,192,-908
52,128,-932
48,104,-952
28,112,-940
28,108,-940
36,124,-956
36,128,-964
48,84,-952
64,68,-956
64,76,-968
68,40,-980
92,20,-972
112,68,-1000
112,44,-1000
100,32,-984
108,40,-988
108,32,-968
88,12,-968
104,20,-932
104,-12,-880
68,-12,-864
68,-12,-860
92,-4,-852
100,28,-864
96,64,-860
176,96,-896
264,176,-904
308,240,-888
352,300,-892
452,296,-1004
488,432,-1004
432,540,-872
404,680,-808
388,708,-840
448,804,-856
436,704,-668
380,620,-620
364,656,-692
372,680,-688
368,676,-692
352,644,-636
312,728,-608
316,760,-608
344,776,-604
360,820,-588
376,820,-604
376,804,-620
344,784,-616
328,768,-632
308,696,-640
304,676,-704
308,692,-776
336,640,-828
320,620,-844
300,596,-860
292,472,-888
276,340,-880
272,332,-896
244,368,-900
232,336,-896
220,284,-884
204,256,-876
200,244,-872
172,220,-920
160,188,-920
172,180,-920
160,144,-936
160,144,-928
164,132,-936
156,92,-948
156,108,-948
172,100,-960
172,108,-944
184,100,-960
200,96,-952
184,92,-944
184,108,-960
196,88,-964
204,92,-960
196,76,-972
192,80,-964
192,80,-960
188,100,-964
192,88,-960
188,88,-964
192,92,-964
196,104,-972
184,88,-964
192,104,-972
188,100,-960
184,104,-948
192,108,-960
192,112,-964
200,100,-960
196,108,-968
192,120,-964
200,108,-964
204,116,-964
200,116,-972
204,112,-956
204,128,-952
200,116,-968
196,116,-956
216,128,-968
204,132,-952
204,120,-952
204,116,-952
232,116,-952
212,144,-956
216,144,-956
220,128,-952
220,160,-948
216,148,-948
212,132,-960
232,120,-952
252,132,-956
248,132,-952
264,140,-956
256,124,-952
264,124,-948
284,124,-944
296,76,-960
284,88,-968
284,100,-960
280,88,-940
296,104,-944
284,112,-924
284,112,-928
292,96,-952
284,108,-928
