# run=20260922_153218,timestamp=1790083938,balls=5,catches=66,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=38
x,y,z
104,128,-960
92,112,-964
76,96,-960
60,56,-960
80,76,-972
56,80,-968
56,64,-952
60,56,-948
32,44,-956
80,68,-964
92,104,-980
-80,60,-1080
156,160,-892
-60,-136,-980
-16,48,-1060
-160,-136,-932
-156,-300,-884
84,-100,-1016
192,144,-1020
68,108,-1000
112,124,-992
184,156,-1032
124,100,-976
168,168,-996
212,216,-1040
208,176,-972
192,168,-948
184,248,-948
208,248,-920
256,252,-916
312,284,-944
372,316,-972
420,264,-968
388,224,-948
372,224,-936
352,180,-932
408,60,-896
480,24,-832
496,168,-836
504,180,-868
476,392,-520
300,620,-368
80,884,-208
-104,1040,-56
-200,1168,44
-240,1084,216
-88,996,332
4,904,548
40,592,564
92,464,612
204,412,864
376,628,1008
404,816,1060
232,1132,1160
-180,1780,1236
-168,2616,1384
192,2452,1372
436,2112,1556
660,1532,1520
1036,640,832
1116,-1008,816
828,-3156,1444
936,-2124,596
744,-588,900
348,1568,1456
-328,3772,1492
-720,4204,1740
-796,4340,2012
-80,3492,2012
800,2132,1116
1204,-536,1284
1864,-3020,176
1756,-2500,476
1340,-1132,508
1080,124,1144
296,1692,2164
-1292,3208,2736
-1520,3448,2812
-1156,3520,3096
-248,2768,2812
504,1704,1152
320,568,40
-164,-172,-360
120,-1608,-540
756,-1048,100
1412,-456,664
2216,-652,1772
1744,-320,1756
1272,108,1400
764,612,1268
-784,1960,1236
-1724,2896,1292
-2344,3864,2120
-2268,3944,3212
-676,2992,2704
820,1952,764
812,1156,1456
1556,-812,-600
1380,-1096,-160
1092,-1032,240
1060,-844,540
564,-788,2228
828,-828,1640
324,1032,1944
-728,1744,1824
-1360,2892,1496
-1804,3324,2304
-1540,3580,3120
-352,2852,2400
468,1712,824
836,684,536
1164,-876,-668
1180,-1232,-432
1388,-752,192
948,-472,1584
572,-792,1180
-360,-24,1912
-208,700,1288
-388,1880,1284
-1116,2608,1980
-1360,3104,2372
-924,3344,3340
100,2668,2420
816,1852,928
796,448,532
784,-656,-588
564,-800,-388
532,-656,-288
528,-704,404
672,-344,1052
856,-304,1464
916,-488,1732
1028,464,1348
-156,1592,1992
-1584,2668,1288
-1992,3788,2400
-1456,4080,3096
-304,3268,2356
480,1872,104
176,300,-80
388,-1916,-1364
1004,-1588,-452
1824,-408,1276
2024,-728,2280
1532,-204,1692
712,-192,1648
352,820,1552
-924,2212,1280
-1644,3480,1476
-1828,3988,2604
-920,3568,3116
364,2432,1680
752,1452,-8
644,-288,292
1060,-1720,-796
1436,-1524,204
1340,-528,1460
836,-500,1452
344,244,1440
244,404,1384
-312,1752,1260
-1412,2892,1608
-1844,3592,2112
-1540,3840,3024
-220,2900,2288
740,1800,304
824,472,248
1268,-1544,-1252
1044,-1456,-76
1104,-788,836
880,-72,2056
1116,-240,1240
480,24,1564
492,384,1476
-72,1472,1320
-988,2184,1416
-1328,3160,1688
-1652,3472,2288
-1048,3488,3088
420,2380,1792
1072,1592,24
1160,-120,788
1384,-1384,-676
1188,-1144,-52
808,-792,852
208,-596,1508
408,-424,1056
60,640,1308
-164,1444,1736
-520,1876,1692
-1448,2824,1856
-1684,3180,2668
-880,3128,3116
456,1876,1628
1064,1624,1188
1564,-136,1084
1080,-80,468
572,-1012,444
204,-1000,976
-116,-700,1776
240,-424,1984
400,348,1184
424,1992,1508
-416,2360,1268
-988,2936,2788
-740,3364,3984
-180,3160,3044
552,1932,896
772,1044,-52
500,-972,-296
600,-1332,-1128
736,-1032,-52
1096,-124,1200
1092,-64,1904
1084,-96,980
664,528,1504
172,956,1496
-792,2140,1000
-1672,3228,1524
-1536,3820,2480
-832,3592,2956
464,2108,1448
1152,1548,520
1464,-1532,644
1604,-1496,124
948,-1492,768
360,-780,836
-88,96,824
-116,536,736
-612,1660,1492
-1084,2216,2204
-1272,2768,2816
-1028,2772,3476
-92,2364,2820
916,1412,948
1132,1336,1172
1688,-1044,24
1248,-656,0
620,-1232,68
68,-796,572
148,-1236,644
428,-108,584
-16,932,1592
-132,2012,1332
-1020,2648,1668
-1128,2956,2832
-640,3268,3696
216,2228,2636
1232,1240,168
984,264,940
1492,-1328,-1120
1168,-892,-392
328,-308,1160
8,-300,676
-440,44,1036
-132,140,684
72,588,880
-72,1032,1776
-644,1964,1936
-1564,2568,1932
-1584,3180,2888
-496,3016,2688
948,1776,1044
1292,1564,1512
1536,-248,996
912,-548,576
312,-812,796
-420,-1008,1692
-180,-1324,1828
-68,200,684
316,-268,832
748,2124,740
-152,2164,1168
-1084,2772,2040
-964,3496,3532
-412,3336,3552
792,1904,976
1152,1436,1028
1772,-1100,136
1444,-1308,-52
472,-1396,520
200,-568,484
-128,-288,712
508,-104,616
-184,1296,1572
-444,1360,1780
-696,2432,1820
-1100,2692,2632
-568,3264,3472
352,2516,2580
1336,1268,336
1124,1092,1108
1220,-2040,-224
748,-1288,-16
504,-988,748
332,-436,1048
364,-148,836
544,684,1168
236,1116,1604
-244,2068,1444
-836,2680,1696
-984,3200,2060
-504,3892,2504
556,2896,2024
1432,1424,396
1464,632,652
1300,-1152,-116
1020,-1532,-508
376,-1188,548
44,-584,760
148,-276,840
472,-4,1184
476,1308,1728
-628,2276,1976
-1156,2752,1860
-1148,3364,2724
-300,3352,3132
608,2004,1440
816,1504,352
1012,-528,604
1300,-1524,-480
1208,-1228,564
1116,-744,988
880,-484,1000
-64,348,1572
-256,792,1120
-396,1400,1208
-396,2424,1924
-1044,2880,2700
