# run=20260609_103633,timestamp=1780994193,balls=4,catches=4,sampleRate=25,units=milli_g,source=watch,countMode=watch_hand,detectedAtCapture=10
x,y,z
348,-244,-728
628,1640,92
980,268,1088
828,-692,-828
352,-1156,552
-256,-948,1408
-928,-272,1440
-364,-248,676
288,140,444
456,736,2012
476,608,900
-180,1820,1960
-788,3116,560
-756,2408,828
-448,1252,1812
-236,1584,2492
148,1400,2944
392,868,1324
168,1180,1128
972,-792,-96
712,-344,-596
188,-268,356
-316,-12,428
-604,288,556
-864,416,1020
-220,-232,440
-740,716,1084
-1128,776,880
-964,520,472
-680,360,164
-396,128,336
-368,624,740
-692,1656,976
-724,1644,2048
252,2760,2800
272,1552,756
8,124,-1240
-36,-448,-1512
988,-1156,-952
1284,276,2844
764,100,2828
12,460,1716
-152,180,832
-368,432,576
-576,1424,680
-660,1348,1020
-616,2312,2064
-656,2064,2748
52,1768,2444
344,1184,480
40,984,1216
660,-888,-116
308,-196,-352
-40,-412,-116
-304,-168,296
-372,128,600
-576,440,1124
-572,140,820
-684,636,452
-1088,668,372
-1216,676,104
-1288,868,-20
-1112,708,-196
-980,656,-176
-952,688,60
-808,548,48
-752,532,-56
-796,496,-24
-848,472,-64
-864,564,28
-868,520,96
-936,492,332
-400,-264,-404
-944,780,116
-796,564,140
-712,588,12
-580,668,28
-380,852,-132
-136,1012,-644
36,920,-936
104,732,-1028
208,532,-1096
244,440,-1216
312,420,-1148
324,308,-1108
300,156,-1400
236,244,-988
124,208,-960
128,188,-920
96,144,-912
148,272,-924
148,100,-860
128,56,-816
144,32,-764
136,68,-740
144,44,-788
308,-92,-888
436,52,-960
592,88,-1124
568,168,-1052
496,376,-1056
400,520,-944
244,536,-796
144,552,-716
92,580,-612
224,684,-652
284,620,-560
384,632,-688
452,452,-952
572,256,-1144
760,156,-1232
508,424,-840
504,440,-752
508,476,-676
564,496,-712
568,420,-668
580,400,-636
616,504,-656
632,620,-616
640,572,-580
656,576,-576
644,520,-548
620,536,-528
656,552,-488
696,536,-500
692,548,-488
692,588,-428
712,616,-400
724,536,-412
740,528,-364
768,524,-320
800,564,-352
848,548,-336
872,564,-280
896,672,-300
952,692,-232
924,588,-192
788,504,-176
756,512,-200
764,528,-212
748,588,-168
712,584,-208
692,560,-220
680,564,-244
648,576,-276
628,632,-376
620,760,-460
516,748,-492
480,680,-628
664,940,-880
576,804,-588
460,580,-636
456,448,-848
432,396,-1028
428,372,-1004
476,592,-792
648,548,-1096
516,340,-932
404,176,-748
344,96,-788
328,116,-800
300,4,-792
284,12,-788
240,-44,-828
256,-124,-808
220,-68,-852
240,-152,-904
204,-132,-832
200,-100,-868
200,-156,-936
268,-276,-932
172,-296,-900
204,-312,-868
252,-300,-912
236,-352,-904
260,-372,-924
288,-408,-804
284,-404,-824
260,-448,-812
236,-468,-728
260,-468,-736
272,-484,-744
252,-480,-728
264,-484,-752
268,-496,-744
292,-512,-752
284,-504,-740
308,-504,-704
292,-516,-696
316,-508,-688
356,-516,-660
344,-488,-664
296,-484,-644
276,-456,-652
236,-452,-688
244,-460,-748
276,-476,-828
256,-452,-880
304,-412,-924
312,-392,-952
280,-388,-844
288,-360,-864
328,-316,-888
308,-300,-892
300,-308,-800
296,-220,-704
324,-112,-680
408,36,-1128
400,-96,-1132
368,-152,-1056
320,-164,-972
312,-164,-928
324,-200,-932
328,-192,-932
352,-160,-924
324,-160,-936
340,-136,-976
304,-112,-968
264,-120,-920
212,-132,-892
192,-96,-872
204,-84,-944
228,-116,-1004
220,-140,-984
232,-152,-936
220,-144,-952
224,-104,-956
228,-104,-948
244,-84,-936
268,-88,-944
256,-96,-944
252,-112,-940
248,-104,-944
232,-124,-956
224,-108,-948
220,-124,-960
224,-108,-956
236,-112,-960
228,-100,-956
228,-100,-948
220,-96,-940
224,-100,-940
216,-92,-956
224,-100,-948
216,-104,-948
216,-108,-952
220,-108,-956
232,-116,-948
232,-104,-960
224,-96,-948
228,-92,-940
228,-104,-948
228,-88,-960
232,-96,-944
228,-96,-944
224,-100,-960
220,-108,-944
228,-96,-952
232,-96,-940
220,-96,-944
216,-92,-952
220,-100,-952
236,-104,-948
224,-104,-948
236,-112,-952
220,-104,-960
228,-104,-964
236,-108,-948
236,-100,-940
224,-104,-956
224,-100,-948
220,-100,-952
232,-100,-948
228,-100,-948
216,-100,-952
232,-100,-948
228,-120,-952
228,-104,-956
224,-108,-952
224,-92,-944
232,-108,-956
220,-96,-936
236,-108,-948
236,-108,-952
236,-108,-948
236,-96,-944
232,-92,-948
228,-100,-940
240,-108,-948
236,-92,-952
228,-100,-952
232,-96,-956
228,-104,-948
236,-108,-952
232,-112,-952
240,-124,-952
232,-96,-940
232,-108,-948
236,-108,-956
236,-96,-944
236,-96,-948
240,-100,-956
240,-100,-948
232,-100,-948
228,-108,-948
236,-92,-944
240,-104,-952
236,-92,-944
232,-104,-948
236,-96,-940
232,-100,-940
236,-92,-940
236,-100,-944
236,-116,-940
240,-100,-952
240,-108,-956
240,-100,-948
228,-104,-952
236,-108,-948
240,-92,-936
236,-108,-948
228,-108,-944
236,-104,-944
228,-100,-952
236,-104,-952
248,-104,-936
240,-104,-936
236,-100,-948
240,-104,-940
236,-104,-944
